Protein Name,String 1,String 2,String 3
"VFG048140(gb|WP_003022151) (iglB/tssC) Type VI secretion system sheath protein, VipB homolog [T6SS (VF0544) - Effector delivery system (VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4]",gb|WP_003022151,iglB/tssC,VF0544
"VFG048169(gb|WP_003022153) (iglA/tssB) Type VI secretion system sheath protein, VipA homolog [T6SS (VF0544) - Effector delivery system (VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4]",gb|WP_003022153,iglA/tssB,VF0544
VFG048194(gb|WP_003022155) (pdpD) Type VI secretion system secreted protein PdpD [T6SS secreted effectors (VF1193) - Effector delivery system (VFC0086)] [Francisella tularensis subsp. tularensis SCHU S4],gb|WP_003022155,pdpD,VF1193
VFG000326(gb|WP_105163169) (licA) choline kinase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_105163169,licA,VF0044
VFG000327(gb|WP_005672105) (licB) choline permease [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005672105,licB,VF0044
VFG000328(gb|WP_005693563) (licC) phosphocholine cytidyltransferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005693563,licC,VF0044
VFG000329(gb|WP_005693564) (licD) phosphocholine transferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005693564,licD,VF0044
VFG000330(gb|WP_005694491) (kdtA) 3-deoxy-d-manno-octulosonic-acid transferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005694491,kdtA,VF0044
VFG000331(gb|WP_005693548) (rfaE) ADP-heptose synthase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005693548,rfaE,VF0044
VFG000332(gb|WP_005632797) (rfaD) ADP-L-glycero-D-mannoheptose-6-epimerase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005632797,rfaD,VF0044
VFG000333(gb|WP_005694147) (lic2A) glycosyltransferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005694147,lic2A,VF0044
VFG000334(gb|WP_005694343) (oapA) opacity associated protein (oapA) [OapA (VF0040) - Adherence (VFC0001)] [Haemophilus influenzae Rd KW20],gb|WP_005694343,oapA,oapA
"VFG000335(gb|WP_010869142) (ompP5) outer membrane protein P5 (ompA), human factor H binding protein [P5 protein (VF0041) - Adherence (VFC0001)] [Haemophilus influenzae Rd KW20]",gb|WP_010869142,ompP5,ompA
"VFG000336(gb|WP_005694426) (ompP2) outer membrane protein P2 (ompP2), laminin binding protein [P2 protein (VF0042) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20]",gb|WP_005694426,ompP2,ompP2
VFG000337(gb|WP_005693332) (iga1) immunoglobin A1 protease [IgA1 protease (VF0045) - Exoenzyme (VFC0251)] [Haemophilus influenzae Rd KW20],gb|WP_005693332,iga1,VF0045
VFG000338(gb|WP_005693337) (tbpA) transferrin-binding protein 1 precursor [Tbp (VF0267) - Nutritional/Metabolic factor (VFC0272)] [Haemophilus influenzae Rd KW20],gb|WP_005693337,tbpA,VF0267
VFG000339(gb|WP_005693338) (tbpB) transferrin-binding protein 2 precursor [Tbp (VF0267) - Nutritional/Metabolic factor (VFC0272)] [Haemophilus influenzae Rd KW20],gb|WP_005693338,tbpB,VF0267
"VFG000340(gb|WP_005694039) (hxuA) heme-hemopexin utilization protein A, two-partner secretion (TPS) pathway TpsA protein, haem-haemopexin binding protein  [HxuABC (VF0269) - Nutritional/Metabolic factor (VFC0272)] [Haemophilus influenzae Rd KW20]",gb|WP_005694039,hxuA,TPS
"VFG000341(gb|WP_005694040) (hxuB) heme-hemopexin utilization protein B HxuB, two-partner secretion (TPS) pathway TpsB outer membrane pore-forming translocator protein [HxuABC (VF0269) - Nutritional/Metabolic factor (VFC0272)] [Haemophilus influenzae Rd KW20]",gb|WP_005694040,hxuB,TPS
VFG000342 (hitA) iron ABC transporter substrate-binding protein [HitABC (VF0268) - Nutritional/Metabolic factor (VFC0272)] [Haemophilus influenzae Rd KW20],hitA,VF0268,VFC0272
VFG000343(gb|WP_164927854) (hitB) iron ABC transporter permease [HitABC (VF0268) - Nutritional/Metabolic factor (VFC0272)] [Haemophilus influenzae Rd KW20],gb|WP_164927854,hitB,VF0268
"VFG000344(gb|WP_005693820) (hitC) iron(III) ABC transporter, ATP-binding protein [HitABC (VF0268) - Nutritional/Metabolic factor (VFC0272)] [Haemophilus influenzae Rd KW20]",gb|WP_005693820,hitC,III
VFG000347(gb|WP_010869038) (hgpC) hemoglobin-binding protein [Hgp (VF0270) - Nutritional/Metabolic factor (VFC0272)] [Haemophilus influenzae Rd KW20],gb|WP_010869038,hgpC,VF0270
"VFG000348(gb|WP_005694042) (hxuC) heme-hemopexin utilization protein C, haem receptor [HxuABC (VF0269) - Nutritional/Metabolic factor (VFC0272)] [Haemophilus influenzae Rd KW20]",gb|WP_005694042,hxuC,VF0269
VFG000685(gb|AAP42178) (bexB') BexB' [Capsule (VF0043) - Immune modulation (VFC0258)] [Haemophilus influenzae str. 1007],gb|AAP42178,bexB',VF0043
VFG000686(gb|AAP42179) (bexC') BexC' [Capsule (VF0043) - Immune modulation (VFC0258)] [Haemophilus influenzae str. 1007],gb|AAP42179,bexC',VF0043
VFG000687(gb|AAP42180) (bexD') BexD' [Capsule (VF0043) - Immune modulation (VFC0258)] [Haemophilus influenzae str. 1007],gb|AAP42180,bexD',VF0043
VFG000688(gb|AAP42181) (bcs1') Bcs1' [Capsule (VF0043) - Immune modulation (VFC0258)] [Haemophilus influenzae str. 1007],gb|AAP42181,bcs1',VF0043
VFG000689(gb|AAP42182) (bcs2') Bcs2' [Capsule (VF0043) - Immune modulation (VFC0258)] [Haemophilus influenzae str. 1007],gb|AAP42182,bcs2',VF0043
VFG000690(gb|AAP42183) (AAP42183) Bcs3' [Capsule (VF0043) - Immune modulation (VFC0258)] [Haemophilus influenzae str. 1007],gb|AAP42183,AAP42183,VF0043
VFG000691(gb|AAP42184) (AAP42184) Bcs4' [Capsule (VF0043) - Immune modulation (VFC0258)] [Haemophilus influenzae str. 1007],gb|AAP42184,AAP42184,VF0043
VFG000692(gb|AAP42185) (hcsA') HcsA' [Capsule (VF0043) - Immune modulation (VFC0258)] [Haemophilus influenzae str. 1007],gb|AAP42185,hcsA',VF0043
VFG000693(gb|AAP42186) (hcsB') HcsB' [Capsule (VF0043) - Immune modulation (VFC0258)] [Haemophilus influenzae str. 1007],gb|AAP42186,hcsB',VF0043
VFG000694(gb|AAP42187) (AAP42187) unknown protein [Capsule (VF0043) - Immune modulation (VFC0258)] [Haemophilus influenzae str. 1007],gb|AAP42187,AAP42187,VF0043
VFG000696(gb|AAP42188) (bexA) ATP-dependent polysaccharide export protein BexA [Capsule (VF0043) - Immune modulation (VFC0258)] [Haemophilus influenzae str. 1007],gb|AAP42188,bexA,VF0043
VFG000704(gb|AAP42196) (hscA) capsular polysaccharide export protein HscA [Capsule (VF0043) - Immune modulation (VFC0258)] [Haemophilus influenzae str. 1007],gb|AAP42196,hscA,VF0043
VFG001144(gb|CAA83905) (hifA) Haemagglutinating pilus pilin [Haemagglutinating pili (VF0036) - Adherence (VFC0001)] [Haemophilus influenzae AM30 (770235)],gb|CAA83905,hifA,VF0036
VFG001145(gb|CAA83901) (hifB) periplasmic chaperone [Haemagglutinating pili (VF0036) - Adherence (VFC0001)] [Haemophilus influenzae AM30 (770235)],gb|CAA83901,hifB,VF0036
VFG001146(gb|CAA83902) (hifC) membrane anchor [Haemagglutinating pili (VF0036) - Adherence (VFC0001)] [Haemophilus influenzae AM30 (770235)],gb|CAA83902,hifC,VF0036
VFG001147(gb|CAA83903) (hifD) minor structural protein [Haemagglutinating pili (VF0036) - Adherence (VFC0001)] [Haemophilus influenzae AM30 (770235)],gb|CAA83903,hifD,VF0036
VFG001148(gb|CAA83904) (hifE) tip adhesin [Haemagglutinating pili (VF0036) - Adherence (VFC0001)] [Haemophilus influenzae AM30 (770235)],gb|CAA83904,hifE,VF0036
VFG001149(gb|AAB03707) (hap) adhesion and penetration protein Hap [Hap (VF0037) - Adherence (VFC0001)] [Haemophilus influenzae N187],gb|AAB03707,hap,VF0037
"VFG001151(gb|AAA20527) (hmw1A) adhesin HMW1A, two-partner secretion (TPS) pathway TpsA exoprotein [HMW1/HMW2 (VF0038) - Adherence (VFC0001)] [Haemophilus influenzae str. 12]",gb|AAA20527,hmw1A,TPS
VFG001152(gb|AAA20528) (hmw1B) two-partner secretion (TPS) pathway TpsB outer membrane pore-forming translocator protein [HMW1/HMW2 (VF0038) - Adherence (VFC0001)] [Haemophilus influenzae str. 12],gb|AAA20528,hmw1B,TPS
VFG001153(gb|AAA20529) (hmw1C) glycosyltransferase [HMW1/HMW2 (VF0038) - Adherence (VFC0001)] [Haemophilus influenzae str. 12],gb|AAA20529,hmw1C,VF0038
"VFG001154(gb|AAA20524) (hmw2A) adhesin HMW2A, two-partner secretion (TPS) pathway TpsA exoprotein [HMW1/HMW2 (VF0038) - Adherence (VFC0001)] [Haemophilus influenzae str. 12]",gb|AAA20524,hmw2A,TPS
VFG001155(gb|AAA20525) (hmw2B) two-partner secretion (TPS) pathway TpsB outer membrane pore-forming translocator protein [HMW1/HMW2 (VF0038) - Adherence (VFC0001)] [Haemophilus influenzae str. 12],gb|AAA20525,hmw2B,TPS
VFG001156(gb|AAA20526) (hmw2C) glycosyltransferase [HMW1/HMW2 (VF0038) - Adherence (VFC0001)] [Haemophilus influenzae str. 12],gb|AAA20526,hmw2C,VF0038
VFG013139(gb|WP_012054749) (hia/hsf) Hia/Hsf adhesin N-terminal domain-containing protein [Hia/Hsf (VF0039) - Adherence (VFC0001)] [Haemophilus influenzae PittGG],gb|WP_012054749,hia/hsf,VF0039
VFG013236(gb|WP_005693864) (kdsB) 3-deoxy-manno-octulosonate cytidylyltransferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005693864,kdsB,VF0044
VFG013242(gb|WP_005693863) (lpxK) tetraacyldisaccharide 4'-kinase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005693863,lpxK,VF0044
VFG013248(gb|WP_010868928) (msbA) lipid transporter ATP-binding/permease [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_010868928,msbA,VF0044
VFG013254(gb|WP_005694093) (msbB) lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005694093,msbB,KDO
VFG013260(gb|WP_010868968) (lgtC) glycosyltransferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_010868968,lgtC,VF0044
VFG013265(gb|WP_005694045) (orfM) deoxyribonucleotide triphosphate pyrophosphatase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005694045,orfM,VF0044
VFG013271(gb|WP_005694044) (kdkA) 3-deoxy-D-manno-octulosonic-acid kinase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005694044,kdkA,VF0044
VFG013276(gb|WP_010868969) (opsX/rfaC) heptosyltransferase I  [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_010868969,opsX/rfaC,VF0044
VFG013281(gb|WP_005694030) (lpt6) phosphoethanolamine (Petn) transferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005694030,lpt6,Petn
VFG013286(gb|WP_005694325) (galE) UDP-glucose 4-epimerase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005694325,galE,VF0044
"VFG013292(gb|WP_105163174) (lic3A) alpha-2,3-sialyltransferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20]",gb|WP_105163174,lic3A,VF0044
VFG013299(gb|WP_010868996) (waaQ) heptosyltransferase-like protein [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_010868996,waaQ,VF0044
"VFG013315(gb|WP_005694490) (lgtF) beta-1,4-glucosyltransferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20]",gb|WP_005694490,lgtF,VF0044
"VFG013321(gb|WP_005693139) (lpxH) UDP-2,3-diacylglucosamine pyrophosphohydrolase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20]",gb|WP_005693139,lpxH,VF0044
VFG013327(gb|WP_010869047) (manB/yhxB) phosphomannomutase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_010869047,manB/yhxB,VF0044
VFG013342(gb|WP_010869051) (lpsA) glycosyltransferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_010869051,lpsA,VF0044
VFG013346(gb|WP_005693178) (galU) glucosephosphate uridylyltransferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005693178,galU,VF0044
VFG013352(gb|WP_005693216) (HI_RS04620) lipopolysaccharide biosynthesis protein [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005693216,HI_RS04620,VF0044
VFG013354(gb|WP_005648226) (kfiC) lipopolysaccharide biosynthesis protein [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005648226,kfiC,VF0044
VFG013357 (orfE) lipopolysaccharide biosynthesis protein [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],orfE,VF0044,VFC0258
VFG013361(gb|WP_005693221) (siaA) N-acetylneuraminic acid synthase-like protein [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005693221,siaA,VF0044
VFG013365(gb|WP_010869077) (wbaP/rfbP) undecaprenyl-phosphate galactosephosphotransferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_010869077,wbaP/rfbP,VF0044
VFG013368(gb|WP_005693225) (rffG) dTDP-glucose 46-dehydratase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005693225,rffG,VF0044
VFG013374(gb|WP_005693262) (lpxD) UDP-3-O-(3-hydroxymyristoyl) glucosamine N-acyltransferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005693262,lpxD,3-hydroxymyristoyl
VFG013380(gb|WP_005693345) (yhbX) phosphoethanolamine transferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005693345,yhbX,VF0044
VFG013384(gb|WP_010869121) (lpxB) lipid-A-disaccharide synthase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_010869121,lpxB,VF0044
VFG013390(gb|WP_005651701) (lpxA) UDP-N-acetylglucosamine acyltransferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005651701,lpxA,VF0044
VFG013395 (HI_RS05585*) phosphoethanolamine transferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],HI_RS05585*,VF0044,VFC0258
VFG013400(gb|WP_005693429) (rfaF) ADP-heptose-LPS heptosyltransferase II [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005693429,rfaF,VF0044
VFG013412(gb|WP_005693459) (lpxC) UDP-3-O-(R-3-hydroxymyristoyl)-N-acetylglucosamine deacetylase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005693459,lpxC,R-3-hydroxymyristoyl
VFG013418(gb|WP_005694260) (gmhA/lpcA) phosphoheptose isomerase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005694260,gmhA/lpcA,VF0044
VFG013424(gb|WP_032828466) (neuA) acylneuraminate cytidylyltransferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_032828466,neuA,VF0044
VFG013436(gb|WP_005693550) (htrB) lipid A biosynthesis lauroyl acyltransferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005693550,htrB,VF0044
VFG013465(gb|WP_005693586) (kdsA) 2-dehydro-3-deoxyphosphooctonate aldolase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005693586,kdsA,VF0044
VFG013471(gb|WP_005693601) (lgtA) N-acetylglucosamine glycosyltransferase  [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005693601,lgtA,VF0044
VFG013476(gb|WP_032828451) (kpsF) KpsF/GutQ family sugar isomerase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_032828451,kpsF,VF0044
VFG013482(gb|WP_164927871) (lsgF) glycosyltransferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_164927871,lsgF,VF0044
VFG013487(gb|WP_005694185) (lsgE) glycosyltransferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005694185,lsgE,VF0044
VFG013491(gb|WP_005694186) (lsgD) glycosyltransferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005694186,lsgD,VF0044
VFG013496(gb|WP_005694187) (lsgC) glycosyltransferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005694187,lsgC,VF0044
VFG013500(gb|WP_010869274) (lsgB) sialyltransferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_010869274,lsgB,VF0044
VFG013503(gb|WP_005694190) (lsgA) lipopolysaccharide biosynthesis transporter [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005694190,lsgA,VF0044
VFG013508(gb|WP_005694200) (wecA) undecaprenyl-phosphate alpha-N-acetylglucosaminyltransferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20],gb|WP_005694200,wecA,VF0044
VFG013594(gb|WP_164927859) (hgpB) TonB-dependent hemoglobin/transferrin/lactoferrin family receptor [Hgp (VF0270) - Nutritional/Metabolic factor (VFC0272)] [Haemophilus influenzae Rd KW20],gb|WP_164927859,hgpB,VF0270
VFG013604 (hgbA) TonB-dependent hemoglobin/transferrin/lactoferrin family receptor [Hgp (VF0270) - Nutritional/Metabolic factor (VFC0272)] [Haemophilus influenzae Rd KW20],hgbA,VF0270,VFC0272
VFG045329(gb|AAB36696) (hhuA) haemoglobin-haptoglobin binding protein HhuA [HhuA (VF0271) - Nutritional/Metabolic factor (VFC0272)] [Haemophilus influenzae TN106],gb|AAB36696,hhuA,VF0271
VFG000269(gb|WP_000779223) (ureA) urease alpha subunit UreA [Urease (VF0050) - Stress survival (VFC0282)] [Helicobacter pylori 26695],gb|WP_000779223,ureA,VF0050
"VFG000270(gb|WP_000724295) (ureB) urease beta subunit UreB, urea amidohydrolase [Urease (VF0050) - Stress survival (VFC0282)] [Helicobacter pylori 26695]",gb|WP_000724295,ureB,VF0050
VFG000271(gb|WP_000901247) (ureI) acid-activated urea channel protein [Urease (VF0050) - Stress survival (VFC0282)] [Helicobacter pylori 26695],gb|WP_000901247,ureI,VF0050
"VFG000272(gb|WP_000583097) (ureE) urease accessory protein (ureE), metallochaperone [Urease (VF0050) - Stress survival (VFC0282)] [Helicobacter pylori 26695]",gb|WP_000583097,ureE,ureE
VFG000273(gb|WP_000357404) (ureF) urease accessory protein (ureF) [Urease (VF0050) - Stress survival (VFC0282)] [Helicobacter pylori 26695],gb|WP_000357404,ureF,ureF
VFG000274(gb|WP_000238762) (ureG) urease accessory protein (ureG) [Urease (VF0050) - Stress survival (VFC0282)] [Helicobacter pylori 26695],gb|WP_000238762,ureG,ureG
VFG000275(gb|WP_001099471) (ureH) urease accessory protein (ureH) [Urease (VF0050) - Stress survival (VFC0282)] [Helicobacter pylori 26695],gb|WP_001099471,ureH,ureH
VFG000276(gb|WP_000885496) (flaA) flagellin A FlaA [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori 26695],gb|WP_000885496,flaA,VF0051
VFG000277(gb|WP_000010001) (flaB) flagellin B FlaB [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori 26695],gb|WP_000010001,flaB,VF0051
VFG000278(gb|WP_000946389) (flgE_1) flagellar hook protein [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori 26695],gb|WP_000946389,flgE_1,VF0051
VFG000279(gb|WP_000405496) (vacA) vacuolating cytotoxin [VacA (VF0058) - Exotoxin (VFC0235)] [Helicobacter pylori 26695],gb|WP_000405496,vacA,VF0058
VFG000280(gb|WP_000785752) (cag1) type IV secretion system protein Cag1 [Type IV secretion system (VF0060) - Effector delivery system (VFC0086)] [Helicobacter pylori 26695],gb|WP_000785752,cag1,VF0060
